
   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server
  2026-08-15 16:59:40 /api/v1/notifications/stream ......................................................... ~ 0.12ms
  2026-08-15 16:59:42 /api/v1/notifications/stream ......................................................... ~ 0.09ms
  2026-08-15 16:59:44 /api/v1/notifications/stream ......................................................... ~ 0.12ms
  2026-08-15 16:59:46 /api/v1/notifications/stream ......................................................... ~ 0.09ms
  2026-08-15 16:59:48 /api/v1/notifications/stream ......................................................... ~ 0.07ms
  2026-08-15 16:59:50 /api/v1/notifications/stream ......................................................... ~ 0.09ms
  2026-08-15 16:59:52 /api/v1/notifications/stream ......................................................... ~ 0.16ms
  2026-08-15 16:59:54 /api/v1/notifications/stream ....................................................... ~ 501.93ms
  2026-08-15 16:59:56 /api/v1/notifications/stream ....................................................... ~ 502.36ms
  2026-08-15 16:59:58 /api/v1/notifications/stream ....................................................... ~ 512.42ms
  2026-08-15 17:00:00 /api/v1/notifications/stream ....................................................... ~ 500.60ms
  2026-08-15 17:00:02 /api/v1/notifications/stream ....................................................... ~ 502.96ms
  2026-08-15 17:00:04 /api/v1/notifications/stream ....................................................... ~ 503.48ms
  2026-08-15 17:00:06 /api/v1/notifications/stream ......................................................... ~ 0.06ms
  2026-08-15 17:00:08 /api/v1/notifications/stream ......................................................... ~ 0.08ms
  2026-08-15 17:00:10 /api/v1/notifications/stream ......................................................... ~ 0.20ms
  2026-08-15 17:00:12 /api/v1/notifications/stream ......................................................... ~ 0.28ms
  2026-08-15 17:00:14 /api/v1/notifications/stream ......................................................... ~ 0.27ms
  2026-08-15 17:00:16 /api/v1/notifications/stream ......................................................... ~ 0.16ms
  2026-08-15 17:00:18 /api/v1/notifications/stream ......................................................... ~ 0.28ms
  2026-08-15 17:00:20 /api/v1/notifications/stream ......................................................... ~ 0.13ms
  2026-08-15 17:00:22 /api/v1/notifications/stream ......................................................... ~ 0.30ms
  2026-08-15 17:00:24 /api/v1/notifications/stream ....................................................... ~ 514.92ms
  2026-08-15 17:00:26 /api/v1/notifications/stream ....................................................... ~ 503.71ms
  2026-08-15 17:00:28 /api/v1/notifications/stream ....................................................... ~ 506.40ms
  2026-08-15 17:00:30 /api/v1/notifications/stream ....................................................... ~ 506.23ms
  2026-08-15 17:00:32 /api/v1/notifications/stream ....................................................... ~ 504.64ms
  2026-08-15 17:00:34 /api/v1/notifications/stream ......................................................... ~ 0.07ms
  2026-08-15 17:00:36 /api/v1/notifications/stream ......................................................... ~ 0.06ms
  2026-08-15 17:00:38 /api/v1/notifications/stream ......................................................... ~ 0.11ms
  2026-08-15 17:00:40 /api/v1/notifications/stream ......................................................... ~ 0.10ms
  2026-08-15 17:00:42 /api/v1/notifications/stream ......................................................... ~ 0.34ms
  2026-08-15 17:00:44 /api/v1/notifications/stream ......................................................... ~ 0.07ms
  2026-08-15 17:00:46 /api/v1/notifications/stream ......................................................... ~ 0.19ms
  2026-08-15 17:00:48 /api/v1/notifications/stream ......................................................... ~ 0.11ms
  2026-08-15 17:00:50 /api/v1/procurement/analytics ...................................................... ~ 510.79ms
  2026-08-15 17:00:50 /api/v1/notifications/unread-count ................................................. ~ 511.80ms
  2026-08-15 17:00:50 /api/v1/notifications/unread-count ................................................. ~ 512.36ms
  2026-08-15 17:00:50 /api/v1/notifications/stream ....................................................... ~ 513.83ms
  2026-08-15 17:00:51 /api/v1/notifications/unread-count ................................................. ~ 513.73ms
  2026-08-15 17:00:51 /api/v1/notifications/unread-count ................................................... ~ 0.64ms
  2026-08-15 17:00:51 /api/v1/notifications/unread-count ................................................. ~ 515.70ms
  2026-08-15 17:00:51 /api/v1/notifications/unread-count ................................................. ~ 515.94ms
  2026-08-15 17:00:51 /api/v1/notifications/unread-count ................................................... ~ 1.06ms
  2026-08-15 17:00:51 /api/v1/notifications/unread-count ................................................... ~ 0.50ms
  2026-08-15 17:00:51 /api/v1/notifications/unread-count ................................................. ~ 501.26ms
  2026-08-15 17:00:52 /api/v1/notifications/unread-count ................................................. ~ 501.30ms
  2026-08-15 17:00:52 /api/v1/notifications/unread-count ................................................... ~ 0.40ms
  2026-08-15 17:00:52 /api/v1/notifications/unread-count ................................................... ~ 0.41ms
  2026-08-15 17:00:52 /api/v1/notifications/unread-count ................................................... ~ 0.42ms
  2026-08-15 17:00:52 /api/v1/notifications/unread-count ................................................. ~ 512.57ms
  2026-08-15 17:00:52 /api/v1/notifications/unread-count ................................................. ~ 513.01ms
  2026-08-15 17:00:52 /api/v1/admin/users .................................................................. ~ 0.61ms
  2026-08-15 17:00:52 /api/v1/admin/categories ............................................................. ~ 0.52ms
  2026-08-15 17:00:52 /api/v1/purchase-requests/10/submit ................................................ ~ 514.43ms
  2026-08-15 17:00:53 /api/v1/admin/users ................................................................ ~ 514.88ms
  2026-08-15 17:00:53 /api/v1/admin/roles .................................................................. ~ 0.92ms
  2026-08-15 17:00:53 /api/v1/admin/departments ............................................................ ~ 0.92ms
  127.0.0.1:56783 Invalid request (An existing connection was forcibly closed by the remote host)
  2026-08-15 17:00:53 ...................................................................................... ~ 0.92ms
  2026-08-15 17:00:53 /api/v1/notifications/unread-count ................................................... ~ 1.14ms
  2026-08-15 17:00:53 /api/v1/notifications/unread-count ................................................. ~ 513.57ms
  2026-08-15 17:00:53 /api/v1/notifications/stream ....................................................... ~ 513.30ms
  2026-08-15 17:00:55 /api/v1/notifications/stream ....................................................... ~ 503.33ms
  2026-08-15 17:00:57 /api/v1/notifications/stream ....................................................... ~ 500.41ms
  2026-08-15 17:00:59 /api/v1/auth/me ...................................................................... ~ 0.06ms
  2026-08-15 17:00:59 /api/v1/auth/me .................................................................... ~ 499.80ms
  2026-08-15 17:00:59 /api/v1/notifications/stream ......................................................... ~ 0.09ms
  2026-08-15 17:00:59 /api/v1/notifications/unread-count ................................................... ~ 1.03ms
  2026-08-15 17:01:00 /api/v1/procurement/purchase-requests .............................................. ~ 523.36ms
  2026-08-15 17:01:00 /api/v1/procurement/approved-purchase-requests ..................................... ~ 523.32ms
  2026-08-15 17:01:00 /api/v1/procurement/purchase-orders ................................................ ~ 507.32ms
  2026-08-15 17:01:00 /api/v1/procurement/suppliers-manage ..................................................... ~ 1s
  2026-08-15 17:01:01 /api/v1/procurement/analytics ...................................................... ~ 506.11ms
  2026-08-15 17:01:01 /api/v1/procurement/departments .................................................... ~ 509.40ms
  2026-08-15 17:01:01 /api/v1/catalog-items .............................................................. ~ 509.78ms
  2026-08-15 17:01:01 /api/v1/notifications/stream ......................................................... ~ 1.02ms
  2026-08-15 17:01:02 /api/v1/notifications/unread-count ................................................. ~ 505.27ms
  2026-08-15 17:01:02 /api/v1/procurement/purchase-requests .............................................. ~ 504.91ms
  2026-08-15 17:01:02 /api/v1/procurement/approved-purchase-requests ..................................... ~ 509.01ms
  2026-08-15 17:01:02 /api/v1/procurement/purchase-orders ...................................................... ~ 1s
  2026-08-15 17:01:03 /api/v1/procurement/suppliers-manage ............................................... ~ 506.84ms
  2026-08-15 17:01:03 /api/v1/procurement/analytics ........................................................ ~ 0.40ms
  2026-08-15 17:01:03 /api/v1/procurement/departments .................................................... ~ 508.35ms
  2026-08-15 17:01:03 /api/v1/catalog-items .............................................................. ~ 508.73ms
  2026-08-15 17:01:03 /api/v1/notifications/unread-count ................................................... ~ 0.89ms
  2026-08-15 17:01:04 /api/v1/notifications/stream ......................................................... ~ 0.83ms
  2026-08-15 17:01:04 /api/v1/notifications/unread-count ................................................. ~ 504.91ms
  2026-08-15 17:01:05 /api/v1/notifications/stream ......................................................... ~ 0.14ms
  2026-08-15 17:01:07 /api/v1/notifications/stream ....................................................... ~ 520.05ms
  2026-08-15 17:01:09 /api/v1/notifications/stream ......................................................... ~ 0.21ms
  2026-08-15 17:01:10 /api/v1/notifications/stream ......................................................... ~ 0.34ms
  2026-08-15 17:01:11 /api/v1/notifications/stream ......................................................... ~ 0.08ms
  2026-08-15 17:01:13 /api/v1/notifications/stream ......................................................... ~ 0.21ms
  2026-08-15 17:01:15 /api/v1/notifications/stream ....................................................... ~ 500.25ms
  2026-08-15 17:01:17 /api/v1/notifications/stream ....................................................... ~ 503.28ms
  2026-08-15 17:01:19 /api/v1/notifications/stream ....................................................... ~ 518.38ms
  2026-08-15 17:01:21 /api/v1/notifications/stream ....................................................... ~ 502.55ms
  2026-08-15 17:01:23 /api/v1/notifications/stream ......................................................... ~ 0.06ms
  2026-08-15 17:01:25 /api/v1/notifications/stream ......................................................... ~ 0.06ms
  2026-08-15 17:01:27 /api/v1/notifications/stream ......................................................... ~ 0.09ms
  2026-08-15 17:01:29 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 17:01:31 /api/v1/notifications/stream ......................................................... ~ 0.10ms
  2026-08-15 17:01:33 /api/v1/notifications/stream ......................................................... ~ 0.34ms
  2026-08-15 17:01:35 /api/v1/notifications/stream ......................................................... ~ 0.10ms
  2026-08-15 17:01:37 /api/v1/notifications/stream ......................................................... ~ 0.12ms
  2026-08-15 17:01:39 /api/v1/notifications/stream ......................................................... ~ 0.07ms
  2026-08-15 17:01:41 /api/v1/notifications/stream ....................................................... ~ 511.65ms
  2026-08-15 17:01:43 /api/v1/notifications/stream ....................................................... ~ 509.03ms
  2026-08-15 17:01:45 /api/v1/notifications/stream ....................................................... ~ 503.18ms
  2026-08-15 17:01:47 /api/v1/notifications/stream ....................................................... ~ 515.90ms
  2026-08-15 17:01:49 /api/v1/notifications/stream ......................................................... ~ 0.08ms
  2026-08-15 17:01:51 /api/v1/notifications/stream ......................................................... ~ 0.11ms
  2026-08-15 17:01:53 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 17:01:55 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 17:01:57 /api/v1/notifications/stream ......................................................... ~ 0.20ms
  2026-08-15 17:01:59 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 17:02:01 /api/v1/notifications/stream ......................................................... ~ 0.07ms
  2026-08-15 17:02:03 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 17:02:05 /api/v1/notifications/stream ......................................................... ~ 0.32ms
  2026-08-15 17:02:07 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 17:02:09 /api/v1/notifications/stream ....................................................... ~ 516.19ms
  2026-08-15 17:02:11 /api/v1/notifications/stream ....................................................... ~ 515.92ms
  2026-08-15 17:02:13 /api/v1/notifications/stream ....................................................... ~ 501.62ms
  2026-08-15 17:02:15 /api/v1/notifications/stream ....................................................... ~ 505.56ms
  2026-08-15 17:02:17 /api/v1/notifications/stream ....................................................... ~ 515.97ms
  2026-08-15 17:02:19 /api/v1/notifications/stream ......................................................... ~ 0.09ms
  2026-08-15 17:02:21 /api/v1/notifications/stream ......................................................... ~ 0.33ms
  2026-08-15 17:02:23 /api/v1/notifications/stream ......................................................... ~ 0.32ms
  2026-08-15 17:02:25 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 17:02:27 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 17:02:29 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 17:02:31 /api/v1/notifications/stream ......................................................... ~ 0.24ms
  2026-08-15 17:02:33 /api/v1/notifications/stream ....................................................... ~ 515.01ms
  2026-08-15 17:02:35 /api/v1/notifications/stream ....................................................... ~ 514.95ms
  2026-08-15 17:02:37 /api/v1/notifications/stream ....................................................... ~ 514.84ms
  2026-08-15 17:02:39 /api/v1/notifications/stream ....................................................... ~ 502.24ms
  2026-08-15 17:02:41 /api/v1/notifications/stream ......................................................... ~ 0.06ms
  2026-08-15 17:02:43 /api/v1/notifications/stream ......................................................... ~ 0.06ms
  2026-08-15 17:02:45 /api/v1/notifications/stream ......................................................... ~ 0.07ms
  2026-08-15 17:02:47 /api/v1/notifications/stream ......................................................... ~ 0.24ms
  2026-08-15 17:02:49 /api/v1/notifications/stream ......................................................... ~ 0.29ms
  2026-08-15 17:02:51 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 17:02:53 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 17:02:55 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 17:02:57 /api/v1/notifications/stream ......................................................... ~ 0.22ms
  2026-08-15 17:02:59 /api/v1/notifications/stream ......................................................... ~ 0.09ms
  2026-08-15 17:03:01 /api/v1/notifications/stream ....................................................... ~ 514.85ms
  2026-08-15 17:03:03 /api/v1/notifications/stream ....................................................... ~ 515.98ms
  2026-08-15 17:03:05 /api/v1/notifications/stream ....................................................... ~ 502.19ms
  2026-08-15 17:03:07 /api/v1/notifications/stream ....................................................... ~ 516.24ms
  2026-08-15 17:03:09 /api/v1/notifications/stream ....................................................... ~ 515.19ms
  2026-08-15 17:03:11 /api/v1/notifications/stream ......................................................... ~ 0.06ms
  2026-08-15 17:03:13 /api/v1/notifications/stream ......................................................... ~ 0.07ms
  2026-08-15 17:03:15 /api/v1/notifications/stream ......................................................... ~ 0.13ms
  2026-08-15 17:03:17 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 17:03:19 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 17:03:21 /api/v1/notifications/stream ......................................................... ~ 0.22ms
  2026-08-15 17:03:23 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 17:03:25 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 17:03:27 /api/v1/notifications/stream ......................................................... ~ 0.08ms
  2026-08-15 17:03:29 /api/v1/notifications/stream ......................................................... ~ 0.07ms
  2026-08-15 17:03:31 /api/v1/notifications/stream ....................................................... ~ 501.66ms
  2026-08-15 17:03:33 /api/v1/notifications/stream ....................................................... ~ 502.48ms
  2026-08-15 17:03:35 /api/v1/notifications/stream ....................................................... ~ 515.83ms
  2026-08-15 17:03:37 /api/v1/notifications/stream ....................................................... ~ 516.57ms
  2026-08-15 17:03:39 /api/v1/notifications/stream ......................................................... ~ 0.07ms
  2026-08-15 17:03:41 /api/v1/notifications/stream ......................................................... ~ 0.14ms
  2026-08-15 17:03:43 /api/v1/notifications/stream ......................................................... ~ 0.24ms
  2026-08-15 17:03:45 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 17:03:47 /api/v1/notifications/stream ......................................................... ~ 0.26ms
  2026-08-15 17:03:49 /api/v1/notifications/stream ......................................................... ~ 0.26ms
  2026-08-15 17:03:51 /api/v1/notifications/stream ......................................................... ~ 0.34ms
  2026-08-15 17:03:53 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 17:03:55 /api/v1/notifications/stream ....................................................... ~ 514.60ms
  2026-08-15 17:03:57 /api/v1/notifications/stream ....................................................... ~ 506.61ms
  2026-08-15 17:03:59 /api/v1/notifications/stream ....................................................... ~ 515.48ms
  2026-08-15 17:04:01 /api/v1/notifications/stream ....................................................... ~ 516.32ms
  2026-08-15 17:04:03 /api/v1/notifications/stream ....................................................... ~ 504.17ms
  2026-08-15 17:04:05 /api/v1/notifications/stream ......................................................... ~ 0.07ms
  2026-08-15 17:04:07 /api/v1/notifications/stream ......................................................... ~ 0.13ms
  2026-08-15 17:04:09 /api/v1/notifications/stream ......................................................... ~ 0.27ms
  2026-08-15 17:04:11 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 17:04:13 /api/v1/notifications/stream ......................................................... ~ 0.25ms
  2026-08-15 17:04:15 /api/v1/notifications/stream ......................................................... ~ 0.16ms
  2026-08-15 17:04:17 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 17:04:19 /api/v1/notifications/stream ......................................................... ~ 0.26ms
  2026-08-15 17:04:21 /api/v1/notifications/stream ....................................................... ~ 516.58ms
  2026-08-15 17:04:23 /api/v1/notifications/stream ....................................................... ~ 515.73ms
  2026-08-15 17:04:25 /api/v1/notifications/stream ....................................................... ~ 516.75ms
  2026-08-15 17:04:27 /api/v1/notifications/stream ......................................................... ~ 0.06ms
  2026-08-15 17:04:29 /api/v1/notifications/stream ......................................................... ~ 0.09ms
  2026-08-15 17:04:31 /api/v1/notifications/stream ......................................................... ~ 0.34ms
  2026-08-15 17:04:33 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 17:04:35 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 17:04:37 /api/v1/notifications/stream ......................................................... ~ 0.12ms
  2026-08-15 17:04:39 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 17:04:41 /api/v1/notifications/stream ......................................................... ~ 0.07ms
  2026-08-15 17:04:43 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 17:04:45 /api/v1/notifications/stream ....................................................... ~ 509.24ms
  2026-08-15 17:04:47 /api/v1/notifications/stream ....................................................... ~ 514.94ms
  2026-08-15 17:04:49 /api/v1/notifications/stream ....................................................... ~ 500.83ms
  2026-08-15 17:04:51 /api/v1/notifications/stream ....................................................... ~ 501.31ms
  2026-08-15 17:04:53 /api/v1/notifications/stream ......................................................... ~ 0.06ms
  2026-08-15 17:04:55 /api/v1/notifications/stream ......................................................... ~ 0.08ms
  2026-08-15 17:04:57 /api/v1/notifications/stream ......................................................... ~ 0.21ms
  2026-08-15 17:04:59 /api/v1/notifications/stream ......................................................... ~ 0.29ms
  2026-08-15 17:05:01 /api/v1/notifications/stream ......................................................... ~ 0.24ms
  2026-08-15 17:05:03 /api/v1/notifications/stream ......................................................... ~ 0.26ms
  2026-08-15 17:05:05 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 17:05:07 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 17:05:09 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 17:05:11 /api/v1/notifications/stream ....................................................... ~ 500.26ms
  2026-08-15 17:05:13 /api/v1/notifications/stream ....................................................... ~ 511.25ms
  2026-08-15 17:05:15 /api/v1/notifications/stream ....................................................... ~ 501.59ms
  2026-08-15 17:05:17 /api/v1/notifications/stream ....................................................... ~ 500.24ms
  2026-08-15 17:05:19 /api/v1/notifications/stream ....................................................... ~ 515.36ms
  2026-08-15 17:05:21 /api/v1/notifications/stream ......................................................... ~ 0.07ms
  2026-08-15 17:05:23 /api/v1/notifications/stream ......................................................... ~ 0.14ms
  2026-08-15 17:05:25 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 17:05:27 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 17:05:29 /api/v1/notifications/stream ......................................................... ~ 0.24ms
  2026-08-15 17:05:31 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 17:05:33 /api/v1/notifications/stream ......................................................... ~ 0.32ms
  2026-08-15 17:05:35 /api/v1/notifications/stream ......................................................... ~ 0.22ms
  2026-08-15 17:05:37 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 17:05:39 /api/v1/notifications/stream ....................................................... ~ 501.98ms
  2026-08-15 17:05:41 /api/v1/notifications/stream ....................................................... ~ 501.82ms
  2026-08-15 17:05:43 /api/v1/notifications/stream ....................................................... ~ 516.29ms
  2026-08-15 17:05:45 /api/v1/notifications/stream ....................................................... ~ 516.76ms
  2026-08-15 17:05:47 /api/v1/notifications/stream ......................................................... ~ 0.06ms
  2026-08-15 17:05:49 /api/v1/notifications/stream ......................................................... ~ 0.08ms
  2026-08-15 17:05:51 /api/v1/notifications/stream ......................................................... ~ 0.12ms
  2026-08-15 17:05:53 /api/v1/notifications/stream ......................................................... ~ 0.32ms
  2026-08-15 17:05:55 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 17:05:57 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 17:05:59 /api/v1/notifications/stream ......................................................... ~ 0.07ms
  2026-08-15 17:06:01 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 17:06:03 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 17:06:05 /api/v1/notifications/stream ....................................................... ~ 515.37ms
  2026-08-15 17:06:07 /api/v1/notifications/stream ....................................................... ~ 509.45ms
  2026-08-15 17:06:09 /api/v1/notifications/stream ....................................................... ~ 500.60ms
  2026-08-15 17:06:11 /api/v1/notifications/stream ......................................................... ~ 0.06ms
  2026-08-15 17:06:13 /api/v1/notifications/stream ....................................................... ~ 502.78ms
  2026-08-15 17:06:15 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 17:06:17 /api/v1/notifications/stream ......................................................... ~ 0.25ms
  2026-08-15 17:06:19 /api/v1/notifications/stream ......................................................... ~ 0.22ms
  2026-08-15 17:06:21 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 17:06:23 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 17:06:25 /api/v1/notifications/stream ......................................................... ~ 0.31ms
  2026-08-15 17:06:27 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 17:06:29 /api/v1/notifications/stream ....................................................... ~ 511.00ms
  2026-08-15 17:06:31 /api/v1/notifications/stream ....................................................... ~ 505.12ms
  2026-08-15 17:06:33 /api/v1/notifications/stream ....................................................... ~ 508.56ms
  2026-08-15 17:06:35 /api/v1/notifications/stream ....................................................... ~ 500.51ms
  2026-08-15 17:06:37 /api/v1/notifications/stream ......................................................... ~ 0.17ms
  2026-08-15 17:06:39 /api/v1/notifications/stream ......................................................... ~ 0.11ms
  2026-08-15 17:06:41 /api/v1/notifications/stream ......................................................... ~ 0.13ms
  2026-08-15 17:06:43 /api/v1/notifications/stream ......................................................... ~ 0.08ms
  2026-08-15 17:06:45 /api/v1/notifications/stream ......................................................... ~ 0.06ms
  2026-08-15 17:06:47 /api/v1/notifications/stream ......................................................... ~ 0.24ms
  2026-08-15 17:06:49 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 17:06:51 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 17:06:53 /api/v1/notifications/stream ......................................................... ~ 0.22ms
  2026-08-15 17:06:55 /api/v1/notifications/stream ....................................................... ~ 511.69ms
  2026-08-15 17:06:57 /api/v1/notifications/stream ....................................................... ~ 502.68ms
  2026-08-15 17:06:59 /api/v1/notifications/stream ....................................................... ~ 505.14ms
  2026-08-15 17:07:01 /api/v1/notifications/stream ......................................................... ~ 0.06ms
  2026-08-15 17:07:03 /api/v1/notifications/stream ......................................................... ~ 0.06ms
  2026-08-15 17:07:05 /api/v1/notifications/stream ......................................................... ~ 0.09ms
  2026-08-15 17:07:07 /api/v1/notifications/stream ......................................................... ~ 0.25ms
  2026-08-15 17:07:09 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 17:07:11 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 17:07:13 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 17:07:15 /api/v1/notifications/stream ......................................................... ~ 0.26ms
  2026-08-15 17:07:17 /api/v1/notifications/stream ....................................................... ~ 502.02ms
  2026-08-15 17:07:19 /api/v1/notifications/stream ....................................................... ~ 501.20ms
  2026-08-15 17:07:21 /api/v1/notifications/stream ....................................................... ~ 504.18ms
  2026-08-15 17:07:23 /api/v1/notifications/stream ....................................................... ~ 501.43ms
  2026-08-15 17:07:25 /api/v1/notifications/stream ....................................................... ~ 500.76ms
  2026-08-15 17:07:27 /api/v1/notifications/stream ......................................................... ~ 0.06ms
  2026-08-15 17:07:29 /api/v1/notifications/stream ......................................................... ~ 0.07ms
  2026-08-15 17:07:31 /api/v1/notifications/stream ......................................................... ~ 0.22ms
  2026-08-15 17:07:33 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 17:07:35 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 17:07:37 /api/v1/notifications/stream ......................................................... ~ 0.25ms
  2026-08-15 17:07:39 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 17:07:41 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 17:07:43 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 17:07:45 /api/v1/notifications/stream ....................................................... ~ 502.96ms
  2026-08-15 17:07:47 /api/v1/notifications/stream ....................................................... ~ 515.62ms
  2026-08-15 17:07:49 /api/v1/notifications/stream ....................................................... ~ 515.95ms
  2026-08-15 17:07:51 /api/v1/notifications/stream ....................................................... ~ 502.18ms
  2026-08-15 17:07:53 /api/v1/notifications/stream ....................................................... ~ 514.58ms
  2026-08-15 17:07:55 /api/v1/notifications/stream ......................................................... ~ 0.08ms
  2026-08-15 17:07:57 /api/v1/notifications/stream ......................................................... ~ 0.17ms
  2026-08-15 17:07:59 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 17:08:01 /api/v1/notifications/stream ......................................................... ~ 0.25ms
  2026-08-15 17:08:03 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 17:08:05 /api/v1/notifications/stream ......................................................... ~ 0.22ms
  2026-08-15 17:08:07 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 17:08:09 /api/v1/notifications/stream ......................................................... ~ 0.22ms
  2026-08-15 17:08:11 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 17:08:13 /api/v1/notifications/stream ....................................................... ~ 502.43ms
  2026-08-15 17:08:15 /api/v1/notifications/stream ....................................................... ~ 500.94ms
  2026-08-15 17:08:17 /api/v1/notifications/stream ....................................................... ~ 507.10ms
  2026-08-15 17:08:19 /api/v1/notifications/stream ....................................................... ~ 515.39ms
  2026-08-15 17:08:21 /api/v1/notifications/stream ......................................................... ~ 0.07ms
  2026-08-15 17:08:23 /api/v1/notifications/stream ......................................................... ~ 0.08ms
  2026-08-15 17:08:25 /api/v1/notifications/stream ......................................................... ~ 0.22ms
  2026-08-15 17:08:27 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 17:08:29 /api/v1/notifications/stream ......................................................... ~ 0.08ms
  2026-08-15 17:08:31 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 17:08:33 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 17:08:35 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 17:08:37 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 17:08:39 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 17:08:41 /api/v1/notifications/stream ....................................................... ~ 502.89ms
  2026-08-15 17:08:43 /api/v1/notifications/stream ....................................................... ~ 515.54ms
  2026-08-15 17:08:45 /api/v1/notifications/stream ....................................................... ~ 501.32ms
  2026-08-15 17:08:47 /api/v1/notifications/stream ....................................................... ~ 502.32ms
  2026-08-15 17:08:49 /api/v1/notifications/stream ......................................................... ~ 0.06ms
  2026-08-15 17:08:51 /api/v1/notifications/stream ......................................................... ~ 0.08ms
  2026-08-15 17:08:53 /api/v1/notifications/stream ......................................................... ~ 0.24ms
  2026-08-15 17:08:55 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 17:08:57 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 17:08:59 /api/v1/notifications/stream ......................................................... ~ 0.28ms
  2026-08-15 17:09:01 /api/v1/notifications/stream ......................................................... ~ 0.25ms
  2026-08-15 17:09:03 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 17:09:05 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 17:09:07 /api/v1/notifications/stream ....................................................... ~ 515.61ms
